age,no_of_children,net_yearly_income,no_of_days_employed,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,gender_F,gender_M,gender_XNA,owns_car_Y,owns_house_Y,occupation_type_Accountants,occupation_type_Cleaning staff,occupation_type_Cooking staff,occupation_type_Core staff,occupation_type_Drivers,occupation_type_HR staff,occupation_type_High skill tech staff,occupation_type_IT staff,occupation_type_Laborers,occupation_type_Low-skill Laborers,occupation_type_Managers,occupation_type_Medicine staff,occupation_type_Private service staff,occupation_type_Realty agents,occupation_type_Sales staff,occupation_type_Secretaries,occupation_type_Security staff,occupation_type_Unknown,occupation_type_Waiters/barmen staff,default.payment.next.month
0.90625,0.0,0.0010315671124109,0.9999726214921288,0.0,0.0,0.0930911352342378,0.0005070971713912,0.9292929292929292,0.4075723830734966,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.40625,0.0,0.0007619895283439,0.0054455852156057,0.0,0.0,0.0158867473852505,0.000508989482057,0.9494949494949496,0.844097995545657,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.2222222222222222,0.0009440747594756,0.0031211498973305,0.3333333333333333,0.0,0.1194340266075324,0.0012445312804069,0.1414141414141414,0.688195991091314,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34375,0.0,0.0003554718622765,0.9999698836413417,0.0,0.0,0.0155358770725214,0.0003519170947148,0.8080808080808081,0.6458797327394209,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5,0.2222222222222222,0.0005830646338732,0.0013086926762491,0.3333333333333333,0.0,0.026994827685515,0.0004412685345825,0.2424242424242424,0.6146993318485523,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0625,0.0,0.0009000492574522,0.0047967145790554,0.1111111111111111,0.0,0.0487648668406656,0.000955133367124,0.8282828282828283,0.77728285077951,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09375,0.0,0.0001534721614855,0.0036796714579055,0.0,0.0,0.016714824645089,5.398033034947588e-05,0.2727272727272727,0.5055679287305123,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15625,0.2222222222222222,0.0017458074611892,0.0005366187542778,0.3333333333333333,0.0,0.0910506313471538,0.0028283859907088,0.202020202020202,0.4031180400890868,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.59375,0.0,0.0005932670157817,0.9999753593429158,0.0,0.0,0.0442951522052647,0.0006239966707412,0.9595959595959596,0.8507795100222717,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.90625,0.2222222222222222,0.0005269758349127,0.0140451745379876,0.3333333333333333,0.0,0.0832269659884411,0.0007233712529098,0.5555555555555556,0.7060133630289532,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.84375,0.1111111111111111,0.0019619630201711,0.0056016427104722,0.2222222222222222,0.0,0.1164098645190727,0.0018965637063164,0.6767676767676768,0.5545657015590201,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.84375,0.0,0.0015626111808618,0.0063080082135523,0.1111111111111111,1.0,0.2275223360683971,0.0017616952875201,0.0202020202020202,0.7282850779510023,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.00085101707045,0.9999945242984256,0.1111111111111111,0.0,0.1196337348457028,0.0005538195747031,0.6565656565656566,0.4164810690423162,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.53125,0.0,0.0008954911560991,0.0057549623545516,0.1111111111111111,0.0,0.0888902350066999,0.0005040235319786,0.4242424242424242,0.6347438752783965,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.59375,0.0,0.0025856490224132,0.0078028747433264,0.0,0.0,0.1384240460747895,0.0027959799296004,0.8888888888888888,0.6391982182628062,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1875,0.0,0.0008871409491928,0.0024914442162902,0.1111111111111111,0.0,0.0505631615814867,0.0015066211267486,0.9393939393939394,0.4610244988864143,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.90625,0.1111111111111111,0.0012027688790975,0.0034633812457221,0.2222222222222222,0.0,0.1186088645724367,0.0009360354867814,0.2525252525252525,0.4231625835189309,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03125,0.0,0.0015785912886052,0.0142614647501711,0.1111111111111111,0.0,0.0440222257961854,0.0027591903902707,0.1919191919191919,0.7171492204899778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03125,0.0,0.0008323767260867,0.0061629021218343,0.1111111111111111,0.0,0.0737463175724929,0.0009162638924377,0.4646464646464646,0.5055679287305123,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.875,0.0,0.0007118387600908,0.0124736481861738,0.1111111111111111,0.0,0.2149691021466825,0.001365110986663,0.1818181818181818,0.9175946547884188,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5625,0.0,0.0007853317226229,0.0032799452429842,0.1111111111111111,1.0,0.0678511194110116,0.0011861048231807,0.7878787878787878,0.8797327394209354,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9375,0.0,0.0014447685537053,0.0270006844626967,0.1111111111111111,0.0,0.0266353958180149,0.0015263339277389,0.0303030303030303,0.6080178173719376,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46875,0.0,0.0023020527204053,0.0055331964407939,0.0,0.0,0.1730726582329521,0.0012843369508964,0.3434343434343434,0.4788418708240534,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.53125,0.0,0.0036818349152154,0.0050704996577686,0.1111111111111111,1.0,0.184217470364976,0.003106730110992,0.6565656565656566,0.6770601336302895,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.875,0.0,0.0040542241287049,0.0064804928131416,0.1111111111111111,0.0,0.1914243969144156,0.0055287107406157,0.5959595959595959,0.7216035634743875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.09375,0.0,0.0016422625933008,0.0008268309377138,0.1111111111111111,0.0,0.1226555647543682,0.0024312596986644,0.4545454545454545,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.53125,0.0,0.0019900949620284,0.9999972621492128,0.1111111111111111,0.0,0.0841401984973458,0.0022512055356249,0.6565656565656566,0.6547884187082406,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.46875,0.0,0.0003460689440735,0.0013634496919917,0.1111111111111111,1.0,0.1879520266933934,0.0003061100043208,0.3434343434343434,0.5077951002227171,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.46875,0.0,0.0004970035845928,0.0028501026694045,0.1111111111111111,1.0,0.043798489968819,0.0002273869891468,0.696969696969697,0.933184855233853,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3125,0.0,0.0002772221937287,0.9999671457905543,0.0,0.0,0.0484821207271896,0.0003462000033229,0.6060606060606061,0.5634743875278396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.9375,0.0,0.0009897910657719,0.0006625598904859,0.1111111111111111,0.0,0.0571002922313341,0.0006280084336077,0.2121212121212121,0.4699331848552338,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1111111111111111,0.000637099313484,0.002321697467488,0.2222222222222222,1.0,0.0534680449481011,0.0003351099062307,0.7878787878787878,0.6993318485523385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.84375,0.1111111111111111,0.002704554948378,0.0086543463381245,0.2222222222222222,0.0,0.1365648998532844,0.0021186628276791,0.7676767676767676,0.5256124721603563,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8125,0.0,0.0016044698669364,0.0182286105407255,0.0,0.0,0.1052218150011266,0.0016811323295306,0.8181818181818182,0.4053452115812918,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5,0.0,0.0010054876555892,0.0029568788501026,0.1111111111111111,0.0,0.070521956260643,0.001462831323056,0.3333333333333333,0.7616926503340757,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0625,0.1111111111111111,0.0007100457046159,0.0058015058179329,0.2222222222222222,0.0,0.0820723221842557,0.0007847871754578,0.0909090909090909,0.9844097995545658,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.21875,0.0,0.0010531659201449,0.0053963039014373,0.1111111111111111,0.0,0.0661008184754301,0.0017147666255583,0.9292929292929292,0.9086859688195992,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21875,0.0,0.000691471869721,0.0067953456536618,0.1111111111111111,0.0,0.1091844953373128,0.0004558235842266,0.7272727272727273,0.4565701559020044,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.28125,0.0,0.000930638212554,0.0021848049281314,0.0,0.0,0.1030583500030487,0.0006337361270797,0.2525252525252525,0.6681514476614699,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46875,0.0,0.0016731055065649,0.0043915126625598,0.0,0.0,0.0274523952238308,0.0018080122415858,0.7272727272727273,0.5055679287305123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0012174528338363,0.001722108145106,0.0,0.0,0.0241333044511277,0.0006021425708396,0.7070707070707071,0.7371937639198218,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.71875,0.0,0.0002878180189346,0.9999972621492128,0.1111111111111111,0.0,0.0528321884018305,0.0006820684401958,0.8787878787878788,0.755011135857461,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6875,0.0,0.0007638007033855,0.0013196440793976,0.1111111111111111,0.0,0.1399507646158858,0.0011691302503406,0.101010101010101,0.5011135857461024,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65625,0.2222222222222222,0.0021026775855579,0.0045037645448323,0.3333333333333333,1.0,0.0723709452254127,0.0015573896693687,0.7878787878787878,0.8530066815144766,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9375,0.0,0.0017912713725799,0.0035181382614647,0.1111111111111111,0.0,0.0645369691770832,0.0012396565724727,0.1616161616161616,0.7037861915367484,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2222222222222222,0.0005754318196939,0.0015934291581108,0.3333333333333333,0.0,0.0802921018368401,0.000747367294273,0.3333333333333333,0.7906458797327395,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0017248536389726,0.0011635865845311,0.0,0.0,0.0578680396822846,0.0020611834896112,0.3535353535353535,0.933184855233853,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6875,0.0,0.0010330028216076,0.007400410677618,0.1111111111111111,0.0,0.1411381816834956,0.0007814581222967,0.5454545454545454,0.8574610244988864,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.3333333333333333,0.0007833733882769,0.0060835044490075,0.4444444444444444,0.0,0.1289907163594035,0.0014306112802627,0.0202020202020202,0.3385300668151447,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.000460966608713,0.9999945242984256,0.1111111111111111,0.0,0.0303736038490049,0.0005109569711092,0.8080808080808081,0.3786191536748329,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.40625,0.1111111111111111,0.0008835734552097,0.0093963039014373,0.2222222222222222,0.0,0.1353666504242618,0.001109727759192,0.8181818181818182,0.576837416481069,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0625,0.1111111111111111,0.001107324807609,0.0106091718001368,0.1111111111111111,1.0,0.0638317302819338,0.0005606322143751,0.2323232323232323,0.3630289532293986,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96875,0.1111111111111111,0.0004596305216046,0.0046625598904859,0.2222222222222222,1.0,0.0503550452214264,0.0004571764739064,0.1919191919191919,0.4097995545657015,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.625,0.3333333333333333,0.0020742150859582,0.0080684462696783,0.4444444444444444,0.0,0.2024127381941913,0.00312858710237,0.6868686868686869,0.7216035634743875,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.625,0.0,0.0010615897422319,0.0117152635181382,0.1111111111111111,1.0,0.0680984839020829,0.0005743503422392,0.3838383838383838,0.8396436525612472,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.625,0.0,0.0005476097579557,0.0113894592744695,0.1111111111111111,0.0,0.0968344986100361,0.0005704577724553,0.4646464646464646,0.3630289532293986,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.625,0.0,0.0014933535071671,0.0004681724845995,0.1111111111111111,0.0,0.2345386069196572,0.0015983946600136,0.3131313131313131,0.7706013363028953,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09375,0.2222222222222222,0.0006009989546493,0.0064531143052703,0.3333333333333333,0.0,0.0420484652124236,0.0005959862963102,0.4545454545454545,0.6748329621380846,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34375,0.0,0.0015864995201982,0.0062669404517453,0.0,0.0,0.0864036710473902,0.001683932885061,0.6262626262626263,0.6080178173719376,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0010421772200987,0.0376098562628336,0.1111111111111111,0.0,0.0441829007093785,0.000969252125107,0.5353535353535354,0.6525612472160356,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.40625,0.1111111111111111,0.0006869492258728,0.0089609856262833,0.2222222222222222,0.0,0.0972069722724382,0.001345973268201,0.2121212121212121,0.4320712694877505,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3125,0.0,0.0003759121546557,0.0011498973305954,0.1111111111111111,0.0,0.0276733999459118,0.0002803848600708,0.3131313131313131,0.7126948775055679,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
