age,no_of_children,net_yearly_income,no_of_days_employed,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,gender_F,gender_M,gender_XNA,owns_car_Y,owns_house_Y,occupation_type_Accountants,occupation_type_Cleaning staff,occupation_type_Cooking staff,occupation_type_Core staff,occupation_type_Drivers,occupation_type_HR staff,occupation_type_High skill tech staff,occupation_type_IT staff,occupation_type_Laborers,occupation_type_Low-skill Laborers,occupation_type_Managers,occupation_type_Medicine staff,occupation_type_Private service staff,occupation_type_Realty agents,occupation_type_Sales staff,occupation_type_Secretaries,occupation_type_Security staff,occupation_type_Unknown,occupation_type_Waiters/barmen staff,credit_card_default
0.28125,0.1111111111111111,0.0012931985203804,0.0031868583162217,0.2222222222222222,0.0,0.0505482785920102,0.0015027494398499,0.4747474747474747,0.8730512249443207,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3125,0.0,0.000891817929115,0.9999835728952772,0.1111111111111111,0.0,0.079881024461528,0.000542884653511,0.6767676767676768,0.8641425389755011,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6875,0.0,0.0016710987823172,0.99998083504449,0.1111111111111111,0.0,0.083675082061275,0.0026009456698861,0.8080808080808081,0.7371937639198218,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5625,0.1111111111111111,0.000632565868953,0.0271348391512662,0.2222222222222222,0.0,0.0650083149881309,0.0007080984745683,0.0707070707070707,0.7572383073496659,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0625,0.1111111111111111,0.000899490677398,0.0096536618754277,0.2222222222222222,0.0,0.0841677550428094,0.000858840777522,0.8181818181818182,0.4587973273942093,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21875,0.0,0.0005231268126031,0.9999753593429158,0.0,0.0,0.0587082688263142,0.0002354195105843,0.101010101010101,0.8596881959910914,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.9375,0.0,0.0001478926139704,0.9999945242984256,0.0,0.0,0.027513400137396,0.0002329103516199,0.9090909090909092,0.8106904231625836,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.65625,0.0,0.0007202964764261,1.0,0.0,0.0,0.0154481748376273,0.0009803547519303,0.2323232323232323,0.7082405345211581,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.25,0.0,0.0002640541006228,0.9999671457905543,0.1111111111111111,0.0,0.0358258412824607,0.0003658829257237,0.6262626262626263,0.4409799554565701,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5625,0.0,0.000369312511064,0.0041806981519507,0.1111111111111111,1.0,0.1011945394219551,0.0006528018799068,0.3737373737373737,0.3697104677060133,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.875,0.0,0.0016544877583671,0.9999890485968514,0.1111111111111111,0.0,0.1341596860075871,0.0008557725997871,0.898989898989899,0.3563474387527839,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.625,0.0,0.0005011424489126,1.0,0.0,0.0,0.047064278158593,0.0009808202796306,0.6565656565656566,0.6369710467706013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4375,0.0,0.000410055671344,0.003917864476386,0.0,1.0,0.0271760012316364,0.0004253397123736,0.3535353535353535,0.6057906458797327,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8125,0.0,0.0013734734590852,0.0016016427104722,0.1111111111111111,0.0,0.1734466048510137,0.0012500764895906,0.4242424242424242,0.3719376391982182,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.90625,0.0,0.0004268596153866,0.9999753593429158,0.1111111111111111,0.0,0.0238649503419082,0.0006469344317422,0.5959595959595959,0.6102449888641426,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.78125,0.1111111111111111,0.0006956067548417,0.0013552361396303,0.2222222222222222,0.0,0.0970240495914711,0.0009079904146336,0.1414141414141414,0.5679287305122495,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8125,0.0,0.0015272462632637,0.0031375770020533,0.1111111111111111,0.0,0.133686744494575,0.0019080351570181,0.0505050505050505,0.3964365256124721,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.84375,0.1111111111111111,0.0009996815779618,0.0009664613278576,0.2222222222222222,1.0,0.0660382485464766,0.0014260237923175,0.7474747474747475,0.4610244988864143,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0625,0.0,0.0018837579754974,0.001305954825462,0.0,0.0,0.0551323314104817,0.002198755438841,0.2626262626262626,0.5523385300668151,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.65625,0.1111111111111111,0.0011274046982538,0.0100506502395619,0.2222222222222222,0.0,0.0976247700079469,0.0014076539214772,0.7878787878787878,0.4899777282850779,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.90625,0.0,0.0015162279323967,0.9999726214921288,0.1111111111111111,0.0,0.1654057705922499,0.0016693900438728,0.1818181818181818,0.4565701559020044,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.1875,0.0,0.0007254353276563,0.0084188911704312,0.1111111111111111,0.0,0.1273770320612428,0.0013712855738763,0.0808080808080808,0.8195991091314031,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4375,0.0,0.0002522493805611,0.0090403832991102,0.1111111111111111,0.0,0.0575013350962157,0.000206654460813,0.8181818181818182,0.935412026726058,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34375,0.0,0.0004920657539674,0.0118685831622176,0.0,0.0,0.0570006836048588,0.00104142305476,0.2222222222222222,0.8106904231625836,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.09375,0.0,0.0008644728027951,0.002466803559206,0.0,0.0,0.1082898895801858,0.0004673737473415,0.404040404040404,0.5278396436525612,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.1111111111111111,0.0015934658185514,0.0025845311430527,0.1111111111111111,0.0,0.0960271041025834,0.0008637408661935,0.5050505050505051,0.4922048997772829,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5625,0.0,0.0002962216607983,1.0,0.1111111111111111,0.0,0.0559503741598897,0.0002409428730574,0.0,0.9376391982182628,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.1111111111111111,0.0014279280152436,0.0018644763860369,0.2222222222222222,0.0,0.0827546382069538,0.0012968866010199,0.6161616161616161,0.5590200445434298,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1875,0.1111111111111111,0.0022524285565004,0.0021601642710472,0.2222222222222222,0.0,0.1326737192397376,0.0015676833253505,0.494949494949495,0.6302895322939867,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5625,0.0,0.001057594271189,0.0129993155373032,0.1111111111111111,1.0,0.1386320703751209,0.0009825779760062,0.3939393939393939,0.8129175946547884,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.21875,0.0,0.000894198129608,0.0100780287474332,0.1111111111111111,0.0,0.0317398929695181,0.0003977556700739,0.0101010101010101,0.4209354120267261,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40625,0.0,0.0010247287168815,0.0008076659822039,0.1111111111111111,0.0,0.110730116809373,0.0010481489501401,0.101010101010101,0.6815144766146993,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03125,0.1111111111111111,0.0009056811030109,0.0087036276522929,0.2222222222222222,0.0,0.0321127655574113,0.0010364275473674,0.1717171717171717,0.5211581291759465,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9375,0.0,0.0001950328339807,0.99998083504449,0.0,0.0,0.034329747944452,0.0001982556856983,0.6363636363636364,0.4788418708240534,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6875,0.0,0.0009891594389939,0.0095003422313483,0.1111111111111111,0.0,0.0662435417415227,0.0007218680064573,0.8181818181818182,0.9510022271714922,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.875,0.0,0.0014397671269536,0.9999671457905543,0.1111111111111111,0.0,0.0844092277112426,0.0015785144746674,0.7474747474747475,0.8574610244988864,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.59375,0.0,0.0025252758341425,0.0005366187542778,0.0,0.0,0.0504430236355068,0.0018970575062304,0.6161616161616161,0.6035634743875279,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6875,0.1111111111111111,0.0006256223088796,0.0068665297741273,0.2222222222222222,0.0,0.0625598023833588,0.000342509836887,0.8181818181818182,0.8775055679287305,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.875,0.1111111111111111,0.0016136109396362,0.0097330595482546,0.2222222222222222,0.0,0.132920715491894,0.0021674230793023,0.8080808080808081,0.688195991091314,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9375,0.0,0.0020324175090105,0.0045886379192334,0.0,0.0,0.1415936011614746,0.0023868723231825,0.2525252525252525,0.8730512249443207,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15625,0.2222222222222222,0.0009748699934092,0.0024394250513347,0.3333333333333333,1.0,0.0291730222401881,0.0008570551302078,0.6565656565656566,0.6837416481069042,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46875,0.2222222222222222,0.0005356060068888,0.0112525667351129,0.3333333333333333,0.0,0.0421841919391335,0.000403206745637,0.5858585858585859,0.9487750556792872,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.1875,0.0,0.0009541823511803,0.0028035592060232,0.0,1.0,0.056257055802833,0.0010058508269944,0.8080808080808081,0.8307349665924276,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4375,0.1111111111111111,0.0007885983607417,0.0128952772073921,0.2222222222222222,0.0,0.0406241170896642,0.0009009946481229,0.404040404040404,0.933184855233853,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8125,0.0,0.0006804367693726,0.0091471594798083,0.1111111111111111,0.0,0.0929584771651519,0.0003789305523383,0.9090909090909092,0.5456570155902004,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.84375,0.0,0.001533148268009,0.0290924024640657,0.0,0.0,0.024624044178359,0.0009276004075741,0.6060606060606061,0.3719376391982182,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3125,0.0,0.0010701654133936,0.0005886379192334,0.1111111111111111,0.0,0.0931718716163254,0.0010130229735655,0.0303030303030303,0.8285077951002228,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.75,0.1111111111111111,0.0005629870170564,0.0029924709103353,0.1111111111111111,0.0,0.0253878330609746,0.0005166467541128,0.8181818181818182,0.89086859688196,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.6875,0.1111111111111111,0.001350993116667,0.0011882272416153,0.2222222222222222,0.0,0.1944484362565703,0.0021295466661215,0.4747474747474747,0.6035634743875279,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5625,0.1111111111111111,0.0002170718405998,0.0096974674880219,0.2222222222222222,0.0,0.028930782407349,0.0004996750727491,0.0101010101010101,0.8084632516703786,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4375,0.0,0.0005253472766806,0.0119452429842573,0.1111111111111111,0.0,0.0311589653947172,0.0004612039792556,0.7070707070707071,0.6369710467706013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.1111111111111111,0.0009460459551611,0.0036030116358658,0.2222222222222222,0.0,0.1466876035039037,0.0016339675303296,0.3434343434343434,0.5902004454342984,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.34375,0.0,0.001026659907406,0.0026830937713894,0.0,0.0,0.0876045288353931,0.0006770449818646,0.1313131313131313,0.8240534521158129,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0007370881275862,0.0046926762491444,0.1111111111111111,1.0,0.0589264196968049,0.0003500838986776,0.1111111111111111,0.6280623608017817,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.25,0.0,0.000664058670676,0.0081615331964407,0.0,0.0,0.1101692582554331,0.0006871532620816,0.696969696969697,0.9198218262806236,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21875,0.0,0.0018042674363879,0.0089691991786447,0.1111111111111111,0.0,0.1040631205688775,0.0019569406250116,0.5252525252525253,0.6570155902004454,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.875,0.0,0.0002827711866804,0.0005639972621492,0.0,0.0,0.0375085396905854,0.0003815303108965,0.0808080808080808,0.6681514476614699,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.84375,0.0,0.001477196893527,0.0186995208761122,0.1111111111111111,0.0,0.0779111610729487,0.0015645197288944,0.2222222222222222,0.4209354120267261,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9375,0.0,0.0057100098165047,0.0011225188227241,0.1111111111111111,0.0,0.3624795048193114,0.0072385641052212,0.101010101010101,0.9710467706013364,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.78125,0.0,0.0032803952754796,0.0036249144421629,0.1111111111111111,0.0,0.129405813676203,0.0018100462345951,0.3838383838383838,0.8619153674832962,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.59375,0.4444444444444444,0.0008043244392657,0.0059438740588637,0.5555555555555556,0.0,0.1547921430949418,0.0008114151028947,0.1515151515151515,0.6681514476614699,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.53125,0.1111111111111111,0.0005152273210363,0.0152470910335386,0.1111111111111111,0.0,0.040511988340083,0.001008763507554,0.5555555555555556,0.5968819599109132,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
